datetime,temperature,humidity,pressure,altitude,latitude,longitude
2021-10-30 13:10:52.064402,29.92,73.8,1009.38,32.24,10.3,79.8
2021-10-30 13:15:50.571206,29.89,73.59,1009.27,33.19,10.3,79.8
2021-10-30 13:20:50.800043,29.92,74.32,1009.12,34.42,10.3,79.8
2021-10-30 13:25:51.447545,29.91,75.34,1009.2,33.75,10.3,79.8
2021-10-30 13:30:49.961785,29.95,75.97,1009.23,33.54,10.3,79.8
2021-10-30 13:35:51.413449,29.95,76.08,1009.18,33.98,10.3,79.8
2021-10-30 13:40:49.711866,29.92,76.21,1009.15,34.23,10.3,79.8
2021-10-30 13:45:49.943501,29.9,76.43,1009.12,34.48,10.3,79.8
2021-10-30 13:50:49.787961,30.03,76.19,1009.02,35.3,10.3,79.8
2021-10-30 13:55:50.121195,29.97,76.04,1009.0,35.48,10.3,79.8
2021-10-30 14:00:49.863703,29.94,75.59,1008.85,36.71,10.3,79.8
2021-10-30 14:05:51.330002,29.95,75.79,1008.74,37.62,10.3,79.8
2021-10-30 14:10:50.956959,29.95,75.96,1008.61,38.69,10.3,79.8
2021-10-30 14:15:51.299406,29.92,75.76,1008.62,38.61,10.3,79.8
2021-10-30 14:20:51.859185,29.89,76.16,1008.57,39.03,10.3,79.8
2021-10-30 14:25:55.268081,29.92,76.49,1008.51,39.53,10.3,79.8
2021-10-30 14:30:49.780795,29.93,76.54,1008.49,39.72,10.3,79.8
2021-10-30 14:35:50.759010,29.89,76.57,1008.47,39.89,10.3,79.8
2021-10-30 14:40:51.303155,29.92,76.94,1008.32,41.11,10.3,79.8
2021-10-30 14:45:51.321378,29.94,76.41,1008.38,40.59,10.3,79.8
2021-10-30 14:50:51.489462,29.94,76.38,1008.48,39.77,10.3,79.8
2021-10-30 14:55:51.305788,29.91,76.34,1008.48,39.76,10.3,79.8
2021-10-30 15:00:49.514576,29.93,76.01,1008.34,41.0,10.3,79.8
2021-10-30 15:05:51.371153,29.93,75.98,1008.26,41.61,10.3,79.8
2021-10-30 15:10:50.596441,29.89,75.79,1008.17,42.35,10.3,79.8
2021-10-30 15:15:50.638155,29.89,75.78,1008.05,43.38,10.3,79.8
2021-10-30 15:20:49.770874,29.91,76.08,1007.97,44.07,10.3,79.8
2021-10-30 15:25:49.631319,29.9,76.28,1007.94,44.31,10.3,79.8
2021-10-30 15:30:49.747333,29.87,76.5,1007.93,44.36,10.3,79.8
2021-10-30 15:35:50.576926,29.83,76.34,1007.96,44.18,10.3,79.8
2021-10-30 15:40:51.684768,29.79,76.17,1008.03,43.55,10.3,79.8
2021-10-30 15:45:52.759166,29.78,76.21,1008.03,43.52,10.3,79.8
2021-10-30 15:50:49.931304,29.79,76.44,1008.01,43.75,10.3,79.8
2021-10-30 15:55:49.836556,29.73,77.6,1008.02,43.66,10.3,79.8
2021-10-30 16:00:50.086656,29.73,78.03,1008.07,43.23,10.3,79.8
2021-10-30 16:05:50.433363,29.71,77.95,1008.06,43.25,10.3,79.8
2021-10-30 16:10:53.141224,29.72,78.15,1008.1,43.0,10.3,79.8
2021-10-30 16:15:50.813384,29.75,78.24,1008.03,43.57,10.3,79.8
2021-10-30 16:20:51.459208,29.69,78.56,1008.1,42.93,10.3,79.8
2021-10-30 16:25:49.664881,29.55,79.56,1008.19,42.2,10.3,79.8
2021-10-30 16:30:49.778399,29.37,81.05,1008.25,41.68,10.3,79.8
2021-10-30 16:35:50.995309,29.21,81.84,1008.21,42.01,10.3,79.8
2021-10-30 16:40:53.703864,29.01,82.86,1008.24,41.78,10.3,79.8
2021-10-30 16:45:50.578233,29.07,82.75,1008.36,40.77,10.3,79.8
2021-10-30 16:50:50.300524,29.29,81.9,1008.56,39.09,10.3,79.8
2021-10-30 16:55:50.032355,29.1,81.59,1008.67,38.2,10.3,79.8
2021-10-30 17:00:49.887162,29.1,81.86,1008.77,37.34,10.3,79.8
2021-10-30 17:05:51.354862,29.12,82.32,1008.89,36.38,10.3,79.8
2021-10-30 17:10:51.590652,29.01,82.7,1009.05,35.03,10.3,79.8
2021-10-30 17:15:50.910682,29.02,82.56,1008.95,35.86,10.3,79.8
2021-10-30 17:20:49.828288,28.97,82.8,1009.03,35.21,10.3,79.8
2021-10-30 17:25:49.686949,29.07,81.74,1009.09,34.69,10.3,79.8
2021-10-30 17:30:49.801856,29.03,81.35,1009.19,33.84,10.3,79.8
2021-10-30 17:35:49.944210,28.82,82.72,1009.15,34.21,10.3,79.8
2021-10-30 17:40:49.989310,28.86,82.79,1009.22,33.64,10.3,79.8
2021-10-30 17:45:50.866929,28.85,82.19,1009.32,32.77,10.3,79.8
2021-10-30 17:50:50.389088,28.72,82.73,1009.36,32.4,10.3,79.8
2021-10-30 17:55:51.153895,28.83,82.17,1009.47,31.51,10.3,79.8
2021-10-30 18:00:49.738687,28.85,82.41,1009.51,31.2,10.3,79.8
2021-10-30 18:05:52.245346,28.67,83.03,1009.63,30.16,10.3,79.8
2021-10-30 18:10:51.353611,28.81,82.49,1009.62,30.25,10.3,79.8
2021-10-30 18:15:51.288030,28.72,82.61,1009.61,30.38,10.3,79.8
2021-10-30 18:20:49.680175,28.54,83.49,1009.55,30.84,10.3,79.8
2021-10-30 18:25:59.130267,28.77,82.73,1009.59,30.49,10.3,79.8
2021-10-30 18:30:52.017620,28.77,82.62,1009.74,29.29,10.3,79.8
2021-10-30 18:35:53.274282,28.68,82.96,1009.83,28.54,10.3,79.8
2021-10-30 18:40:54.278302,28.52,83.56,1009.78,28.94,10.3,79.8
2021-10-30 18:45:49.760469,28.7,82.86,1009.69,29.65,10.3,79.8
2021-10-30 18:50:49.725196,28.69,83.07,1009.83,28.51,10.3,79.8
2021-10-30 18:55:49.688124,28.73,83.35,1009.95,27.5,10.3,79.8
2021-10-30 19:00:49.633776,28.99,81.97,1009.81,28.72,10.3,79.8
2021-10-30 19:05:51.333532,28.98,82.21,1009.83,28.54,10.3,79.8
2021-10-30 19:10:49.653847,29.04,82.23,1010.08,26.45,10.3,79.8
2021-10-30 19:15:49.718841,29.04,82.09,1010.26,24.93,10.3,79.8
2021-10-30 19:20:49.813376,29.13,81.74,1010.39,23.83,10.3,79.8
2021-10-30 19:25:51.401854,29.1,81.81,1010.36,24.11,10.3,79.8
2021-10-30 19:30:50.641791,29.14,81.79,1010.4,23.78,10.3,79.8
2021-10-30 19:35:49.739137,29.19,81.59,1010.5,22.93,10.3,79.8
2021-10-30 19:40:49.708401,29.21,81.45,1010.48,23.12,10.3,79.8
2021-10-30 19:45:49.654970,29.21,81.31,1010.53,22.69,10.3,79.8
2021-10-30 19:50:49.694745,29.23,81.15,1010.59,22.19,10.3,79.8
2021-10-30 19:55:51.372280,29.23,81.04,1010.65,21.67,10.3,79.8
2021-10-30 20:00:49.593026,29.23,81.04,1010.68,21.39,10.3,79.8
2021-10-30 20:05:51.545813,29.22,80.91,1010.72,21.06,10.3,79.8
2021-10-30 20:10:49.641177,29.21,80.83,1010.76,20.76,10.3,79.8
2021-10-30 20:15:50.834092,29.23,80.81,1010.87,19.83,10.3,79.8
2021-10-30 20:20:49.674988,29.29,80.77,1010.81,20.35,10.3,79.8
2021-10-30 20:25:49.643471,29.36,80.56,1010.82,20.29,10.3,79.8
2021-10-30 20:30:49.709965,29.35,80.64,1010.8,20.39,10.3,79.8
2021-10-30 20:35:51.312174,29.29,80.63,1010.85,19.97,10.3,79.8
2021-10-30 20:40:49.729462,29.34,80.49,1010.97,18.99,10.3,79.8
2021-10-30 20:45:49.703465,29.41,80.28,1010.95,19.18,10.3,79.8
2021-10-30 20:50:52.311199,29.42,80.21,1011.01,18.69,10.3,79.8
2021-10-30 20:55:49.666624,29.25,80.75,1011.11,17.79,10.3,79.8
2021-10-30 21:00:49.625062,29.27,80.61,1011.16,17.39,10.3,79.8
2021-10-30 21:05:49.783982,29.21,80.86,1011.19,17.13,10.3,79.8
2021-10-30 21:10:49.659680,29.26,80.69,1011.27,16.49,10.3,79.8
2021-10-30 21:15:49.720272,29.32,80.47,1011.3,16.28,10.3,79.8
2021-10-30 21:20:49.692365,29.34,80.31,1011.3,16.23,10.3,79.8
2021-10-30 21:25:49.666880,29.32,80.25,1011.4,15.4,10.3,79.8
2021-10-30 21:30:50.361639,29.35,80.11,1011.5,14.62,10.3,79.8
2021-10-30 21:35:51.423666,29.32,80.13,1011.4,15.44,10.3,79.8
2021-10-30 21:40:52.542679,29.32,80.36,1011.28,16.38,10.3,79.8
2021-10-30 21:45:53.591643,29.32,80.46,1011.19,17.14,10.3,79.8
2021-10-30 21:50:49.738485,29.31,80.42,1011.23,16.87,10.3,79.8
2021-10-30 21:55:49.609508,29.31,80.39,1011.24,16.79,10.3,79.8
2021-10-30 22:00:49.613212,29.32,80.83,1011.22,16.93,10.3,79.8
2021-10-30 22:05:49.743492,29.38,80.93,1011.11,17.79,10.3,79.8
2021-10-30 22:10:49.673186,29.41,80.67,1011.12,17.76,10.3,79.8
2021-10-30 22:15:49.604679,29.4,80.53,1010.94,19.23,10.3,79.8
2021-10-30 22:20:49.683658,29.35,80.8,1011.05,18.34,10.3,79.8
2021-10-30 22:25:49.621986,29.36,80.65,1010.98,18.88,10.3,79.8
2021-10-30 22:30:49.669899,29.37,80.54,1011.03,18.46,10.3,79.8
2021-10-30 22:35:51.489407,29.32,80.59,1011.06,18.26,10.3,79.8
2021-10-30 22:40:49.679470,29.34,80.49,1010.98,18.88,10.3,79.8
2021-10-30 22:45:49.742144,29.38,80.3,1011.01,18.68,10.3,79.8
2021-10-30 22:50:49.686936,29.35,80.33,1010.96,19.04,10.3,79.8
2021-10-30 22:55:52.315819,29.32,80.29,1010.85,20.02,10.3,79.8
2021-10-30 23:00:49.717836,29.38,80.06,1010.83,20.17,10.3,79.8
2021-10-30 23:05:49.680475,29.38,80.0,1010.83,20.14,10.3,79.8
2021-10-30 23:10:49.634923,29.4,79.93,1010.74,20.95,10.3,79.8
2021-10-30 23:15:49.699668,29.38,79.96,1010.72,21.11,10.3,79.8
2021-10-30 23:20:49.685107,29.38,79.93,1010.6,22.11,10.3,79.8
2021-10-30 23:25:49.782004,29.38,79.96,1010.72,21.1,10.3,79.8
2021-10-30 23:30:50.737587,29.37,79.96,1010.58,22.25,10.3,79.8
2021-10-30 23:35:51.914120,29.37,80.03,1010.43,23.51,10.3,79.8
2021-10-30 23:40:52.995320,29.39,79.93,1010.48,23.08,10.3,79.8
2021-10-30 23:45:54.201313,29.37,79.93,1010.3,24.59,10.3,79.8
2021-10-30 23:50:49.661898,29.39,79.81,1010.27,24.8,10.3,79.8
2021-10-30 23:55:49.733310,29.34,80.0,1010.2,25.39,10.3,79.8
2021-10-31 00:00:49.670862,29.38,79.87,1010.33,24.34,10.3,79.8
2021-10-31 00:05:49.753620,29.38,79.86,1010.29,24.69,10.3,79.8
2021-10-31 00:10:49.820826,29.39,79.82,1010.29,24.64,10.3,79.8
2021-10-31 00:15:49.674088,29.38,79.85,1010.2,25.43,10.3,79.8
2021-10-31 00:20:49.629644,29.36,79.94,1010.15,25.83,10.3,79.8
2021-10-31 00:25:49.695676,29.35,80.04,1010.1,26.26,10.3,79.8
2021-10-31 00:30:49.679912,29.38,79.94,1010.17,25.69,10.3,79.8
2021-10-31 00:35:49.658812,29.39,79.91,1010.1,26.23,10.3,79.8
2021-10-31 00:40:49.705351,29.41,79.82,1009.99,27.16,10.3,79.8
2021-10-31 00:45:49.671477,29.4,79.84,1009.89,28.02,10.3,79.8
2021-10-31 00:50:49.662053,29.4,79.85,1009.8,28.74,10.3,79.8
2021-10-31 00:55:49.653180,29.39,79.82,1009.64,30.09,10.3,79.8
2021-10-31 01:00:50.440367,29.4,79.89,1009.44,31.77,10.3,79.8
2021-10-31 01:05:51.642024,29.39,79.96,1009.32,32.8,10.3,79.8
2021-10-31 01:10:52.755706,29.4,79.89,1009.21,33.66,10.3,79.8
2021-10-31 01:15:49.629012,29.39,79.92,1009.18,33.96,10.3,79.8
2021-10-31 01:20:49.797082,29.4,79.91,1009.16,34.08,10.3,79.8
2021-10-31 01:25:49.669517,29.41,79.86,1009.04,35.13,10.3,79.8
2021-10-31 01:30:49.724238,29.39,79.98,1009.01,35.34,10.3,79.8
2021-10-31 01:35:49.670134,29.37,79.99,1008.88,36.45,10.3,79.8
2021-10-31 01:40:49.665507,29.35,80.09,1008.93,36.0,10.3,79.8
2021-10-31 01:45:49.834670,29.39,79.85,1008.8,37.08,10.3,79.8
2021-10-31 01:50:49.694871,29.34,80.02,1008.68,38.12,10.3,79.8
2021-10-31 01:55:51.210574,29.44,79.69,1008.82,36.92,10.3,79.8
2021-10-31 02:00:49.635741,29.45,79.58,1008.76,37.41,10.3,79.8
2021-10-31 02:05:49.603827,29.46,79.56,1008.67,38.23,10.3,79.8
2021-10-31 02:10:51.541171,29.46,79.54,1008.76,37.48,10.3,79.8
2021-10-31 02:15:49.658751,29.47,79.47,1008.97,35.73,10.3,79.8
2021-10-31 02:20:49.623913,29.48,79.42,1008.89,36.4,10.3,79.8
2021-10-31 02:25:49.705514,29.46,79.46,1008.88,36.48,10.3,79.8
2021-10-31 02:30:51.498947,29.48,79.33,1008.78,37.29,10.3,79.8
2021-10-31 02:35:50.266801,29.47,79.3,1008.65,38.39,10.3,79.8
2021-10-31 02:40:51.492317,29.46,78.92,1008.93,36.02,10.3,79.8
2021-10-31 02:45:51.354628,29.3,77.85,1008.94,35.97,10.3,79.8
2021-10-31 02:50:51.256740,29.28,76.49,1008.83,36.89,10.3,79.8
2021-10-31 02:55:52.782606,29.28,75.97,1008.83,36.85,10.3,79.8
2021-10-31 03:00:49.700106,29.18,75.55,1008.86,36.64,10.3,79.8
2021-10-31 03:05:49.677928,29.12,75.24,1008.8,37.09,10.3,79.8
2021-10-31 03:10:51.905409,29.17,74.42,1009.01,35.35,10.3,79.8
2021-10-31 03:15:49.645804,29.22,74.15,1009.07,34.88,10.3,79.8
2021-10-31 03:20:49.707922,29.19,74.28,1009.06,34.95,10.3,79.8
2021-10-31 03:25:49.687816,29.1,74.34,1009.11,34.61,10.3,79.8
2021-10-31 03:30:51.308042,29.11,74.25,1009.1,34.57,10.3,79.8
2021-10-31 03:35:49.639934,29.23,74.14,1009.07,34.82,10.3,79.8
2021-10-31 03:40:49.731298,29.23,74.14,1009.01,35.35,10.3,79.8
2021-10-31 03:45:49.689366,28.97,74.92,1008.94,35.97,10.3,79.8
2021-10-31 03:50:49.783164,29.18,74.49,1009.05,35.0,10.3,79.8
2021-10-31 03:55:49.653818,29.08,73.69,1009.12,34.45,10.3,79.8
2021-10-31 04:00:49.713591,29.19,74.54,1009.18,33.96,10.3,79.8
2021-10-31 04:05:49.701509,29.02,74.92,1009.13,34.36,10.3,79.8
2021-10-31 04:10:49.671703,29.15,74.45,1009.29,33.01,10.3,79.8
2021-10-31 04:15:51.291666,29.18,74.41,1009.38,32.26,10.3,79.8
2021-10-31 04:20:49.740475,29.1,74.49,1009.42,31.94,10.3,79.8
2021-10-31 04:25:52.449139,29.14,74.41,1009.52,31.1,10.3,79.8
2021-10-31 04:30:53.610027,29.18,74.42,1009.51,31.15,10.3,79.8
2021-10-31 04:35:49.821261,29.05,74.76,1009.59,30.54,10.3,79.8
2021-10-31 04:40:49.677414,29.18,74.39,1009.65,30.05,10.3,79.8
2021-10-31 04:45:49.761613,29.22,74.57,1009.76,29.12,10.3,79.8
2021-10-31 04:50:49.742855,29.19,74.79,1009.8,28.79,10.3,79.8
2021-10-31 04:55:49.741668,29.21,74.75,1009.8,28.77,10.3,79.8
2021-10-31 05:00:49.721987,29.21,74.74,1009.67,29.81,10.3,79.8
2021-10-31 05:05:52.236747,28.97,74.78,1009.66,29.94,10.3,79.8
2021-10-31 05:10:49.638315,29.01,74.86,1009.83,28.55,10.3,79.8
2021-10-31 05:15:51.362858,28.87,75.06,1009.98,27.29,10.3,79.8
2021-10-31 05:20:49.702568,28.91,74.84,1009.97,27.32,10.3,79.8
2021-10-31 05:25:49.671826,28.93,74.54,1010.0,27.13,10.3,79.8
2021-10-31 05:30:49.747525,28.81,74.55,1009.89,28.03,10.3,79.8
2021-10-31 05:35:49.729170,28.85,74.52,1009.9,27.96,10.3,79.8
2021-10-31 05:40:49.613948,28.52,75.04,1009.78,28.94,10.3,79.8
2021-10-31 05:45:50.708897,28.36,75.21,1009.78,28.91,10.3,79.8
2021-10-31 05:50:52.131346,28.12,75.62,1009.71,29.48,10.3,79.8
2021-10-31 05:55:53.349970,28.13,75.58,1009.69,29.7,10.3,79.8
2021-10-31 06:00:54.543568,28.36,75.04,1009.88,28.11,10.3,79.8
2021-10-31 06:05:50.720144,27.97,76.23,1010.01,27.05,10.3,79.8
2021-10-31 06:10:53.778766,28.49,75.4,1010.16,25.73,10.3,79.8
2021-10-31 06:15:49.665525,28.55,75.51,1010.17,25.69,10.3,79.8
2021-10-31 06:20:49.717226,28.61,75.5,1010.18,25.55,10.3,79.8
2021-10-31 06:25:52.031548,28.59,75.36,1010.12,26.11,10.3,79.8
2021-10-31 06:30:49.691249,28.49,75.56,1010.02,26.9,10.3,79.8
2021-10-31 06:35:49.817917,28.54,75.17,1010.06,26.59,10.3,79.8
2021-10-31 06:40:54.588264,28.55,75.33,1009.87,28.15,10.3,79.8
2021-10-31 06:45:49.688963,28.25,76.27,1009.79,28.85,10.3,79.8
2021-10-31 06:50:49.621939,28.17,76.39,1009.73,29.32,10.3,79.8
2021-10-31 06:55:49.659761,28.19,76.37,1009.61,30.37,10.3,79.8
2021-10-31 07:00:49.699923,28.26,76.66,1009.44,31.75,10.3,79.8
2021-10-31 07:05:54.864481,28.36,76.25,1009.49,31.36,10.3,79.8
2021-10-31 07:10:56.129481,28.1,76.65,1009.52,31.12,10.3,79.8
2021-10-31 07:15:52.203085,28.33,76.3,1009.54,30.92,10.3,79.8
2021-10-31 07:20:53.243647,28.19,76.58,1009.58,30.57,10.3,79.8
2021-10-31 07:25:54.288363,28.44,75.79,1009.6,30.42,10.3,79.8
2021-10-31 07:30:49.593423,28.26,76.67,1009.71,29.48,10.3,79.8
2021-10-31 07:35:49.668638,27.87,78.03,1009.79,28.86,10.3,79.8
2021-10-31 07:40:51.280322,28.13,77.45,1009.85,28.38,10.3,79.8
2021-10-31 07:45:49.728510,28.09,77.92,1010.01,27.02,10.3,79.8
2021-10-31 07:50:49.770115,28.07,77.96,1010.08,26.45,10.3,79.8
2021-10-31 07:55:49.715121,28.19,77.58,1010.03,26.83,10.3,79.8
2021-10-31 08:00:49.742534,27.78,78.97,1010.1,26.22,10.3,79.8
2021-10-31 08:05:50.097603,28.15,78.16,1010.14,25.96,10.3,79.8
2021-10-31 08:10:49.707665,28.12,78.34,1010.19,25.47,10.3,79.8
2021-10-31 08:15:49.737675,27.95,79.08,1010.17,25.67,10.3,79.8
2021-10-31 08:20:51.324649,28.29,77.98,1010.24,25.09,10.3,79.8
2021-10-31 08:25:49.773788,28.01,79.21,1010.24,25.09,10.3,79.8
2021-10-31 08:30:49.632646,28.05,79.18,1010.26,24.94,10.3,79.8
2021-10-31 08:35:49.668162,28.22,78.85,1010.29,24.69,10.3,79.8
2021-10-31 08:40:49.719512,28.27,78.7,1010.36,24.13,10.3,79.8
2021-10-31 08:45:49.644145,28.02,79.44,1010.47,23.17,10.3,79.8
2021-10-31 08:50:49.615982,28.34,78.92,1010.63,21.82,10.3,79.8
2021-10-31 08:55:50.061380,28.15,79.31,1010.67,21.47,10.3,79.8
2021-10-31 09:00:51.103226,28.05,79.78,1010.83,20.13,10.3,79.8
2021-10-31 09:05:49.650170,27.96,80.41,1010.9,19.57,10.3,79.8
2021-10-31 09:10:49.608879,28.25,79.33,1010.92,19.38,10.3,79.8
2021-10-31 09:15:49.677338,27.98,80.64,1011.03,18.5,10.3,79.8
2021-10-31 09:20:49.665570,28.04,80.64,1011.1,17.95,10.3,79.8
2021-10-31 09:25:49.748132,28.03,80.72,1011.18,17.27,10.3,79.8
2021-10-31 09:30:49.698085,27.91,81.23,1011.34,15.93,10.3,79.8
2021-10-31 09:35:49.672878,27.98,81.48,1011.35,15.81,10.3,79.8
2021-10-31 09:40:49.625002,27.92,81.77,1011.38,15.79,10.3,79.8
2021-10-31 09:45:49.728212,27.78,83.38,1011.29,16.35,10.3,79.8
2021-10-31 09:50:49.714714,27.75,83.21,1011.15,17.47,10.3,79.8
2021-10-31 09:55:49.664860,27.67,83.63,1011.23,16.86,10.3,79.8
2021-10-31 10:00:49.755208,27.64,84.26,1011.22,16.94,10.3,79.8
2021-10-31 10:05:49.708625,27.67,84.05,1011.28,16.39,10.3,79.8
2021-10-31 10:10:50.721274,27.79,83.86,1011.32,16.05,10.3,79.8
2021-10-31 10:15:52.249000,27.94,83.0,1011.44,15.06,10.3,79.8
2021-10-31 10:20:53.560017,27.91,83.13,1011.52,14.46,10.3,79.8
2021-10-31 10:25:49.731735,28.23,82.0,1011.52,14.43,10.3,79.8
2021-10-31 10:30:49.659963,28.2,82.48,1011.49,14.65,10.3,79.8
2021-10-31 10:35:49.705700,28.0,82.54,1011.36,15.71,10.3,79.8
2021-10-31 10:40:49.634778,28.21,82.15,1011.28,16.41,10.3,79.8
2021-10-31 10:45:49.795791,28.11,82.52,1011.15,17.49,10.3,79.8
2021-10-31 11:29:37.146561,27.74,84.71,1010.97,18.99,10.3,79.8
2021-10-31 11:30:53.904576,27.82,84.56,1010.94,19.28,10.3,79.8
2021-10-31 11:35:49.642692,27.93,84.4,1010.87,19.83,10.3,79.8
2021-10-31 11:40:49.708095,27.95,84.19,1010.75,20.87,10.3,79.8
2021-10-31 11:45:51.351616,27.92,84.23,1010.5,22.88,10.3,79.8
2021-10-31 11:50:51.199379,27.93,84.17,1010.42,23.62,10.3,79.8
2021-10-31 11:55:52.998743,28.06,84.21,1010.32,24.45,10.3,79.8
2021-10-31 12:00:54.544993,28.08,84.03,1010.18,25.57,10.3,79.8
2021-10-31 12:05:51.362669,27.98,83.7,1009.99,27.16,10.3,79.8
2021-10-31 12:10:51.187270,28.06,83.7,1009.79,28.88,10.3,79.8
2021-10-31 12:15:52.670883,28.44,81.82,1009.58,30.64,10.3,79.8
2021-10-31 12:20:49.726286,28.42,81.68,1009.37,32.33,10.3,79.8
2021-10-31 12:25:51.217797,28.32,82.49,1009.48,31.4,10.3,79.8
2021-10-31 12:30:49.635206,28.16,83.36,1009.49,31.37,10.3,79.8
2021-10-31 12:35:49.678708,28.27,83.34,1009.38,32.27,10.3,79.8
2021-10-31 12:40:49.702556,28.24,83.33,1009.16,34.08,10.3,79.8
2021-10-31 12:45:49.671319,28.38,82.67,1008.91,36.16,10.3,79.8
2021-10-31 12:50:49.591947,28.28,83.04,1008.95,35.83,10.3,79.8
2021-10-31 12:55:51.075903,28.41,82.55,1008.83,36.9,10.3,79.8
2021-10-31 13:00:49.664496,28.5,81.94,1008.83,36.91,10.3,79.8
2021-10-31 13:05:49.702787,28.59,81.74,1008.72,37.78,10.3,79.8
2021-10-31 13:10:49.654421,28.47,81.75,1008.72,37.78,10.3,79.8
2021-10-31 13:15:49.701697,28.54,81.33,1008.69,38.06,10.3,79.8
2021-10-31 13:20:49.655713,28.29,82.14,1008.56,39.13,10.3,79.8
2021-10-31 13:25:52.967603,28.29,82.02,1008.5,39.59,10.3,79.8
2021-10-31 13:30:54.241082,28.15,82.61,1008.5,39.61,10.3,79.8
2021-10-31 13:35:49.658342,28.24,82.39,1008.56,39.14,10.3,79.8
2021-10-31 13:40:49.693937,28.18,82.77,1008.63,38.57,10.3,79.8
2021-10-31 13:45:51.379769,28.23,82.5,1008.64,38.46,10.3,79.8
2021-10-31 13:50:49.691781,28.2,82.59,1008.56,39.14,10.3,79.8
2021-10-31 13:55:49.716932,28.3,81.92,1008.45,40.0,10.3,79.8
2021-10-31 14:00:49.649672,28.32,81.84,1008.31,41.22,10.3,79.8
2021-10-31 14:05:49.688741,28.2,81.19,1008.09,43.05,10.3,79.8
2021-10-31 14:10:49.623083,28.32,80.56,1008.02,43.61,10.3,79.8
2021-10-31 14:15:49.674418,28.27,80.66,1008.06,43.29,10.3,79.8
2021-10-31 14:20:51.329749,28.35,80.6,1008.13,42.69,10.3,79.8
2021-10-31 14:25:49.701468,28.37,80.82,1008.06,43.27,10.3,79.8
2021-10-31 14:30:51.230129,28.37,80.51,1008.08,43.13,10.3,79.8
2021-10-31 14:35:49.630303,28.33,80.88,1007.98,43.97,10.3,79.8
2021-10-31 14:40:49.618732,28.44,80.19,1007.88,44.79,10.3,79.8
2021-10-31 14:45:49.771518,28.41,80.39,1007.76,45.77,10.3,79.8
2021-10-31 14:50:49.735306,28.44,80.28,1007.81,45.42,10.3,79.8
2021-10-31 14:55:49.829503,28.47,80.04,1007.63,46.9,10.3,79.8
2021-10-31 15:00:51.456395,28.57,79.24,1007.49,48.05,10.3,79.8
2021-10-31 15:05:52.633936,28.61,79.52,1007.41,48.71,10.3,79.8
2021-10-31 15:10:54.155269,28.62,79.41,1007.43,48.59,10.3,79.8
2021-10-31 15:15:49.723653,28.61,79.14,1007.4,48.84,10.3,79.8
2021-10-31 15:20:49.679648,28.63,79.53,1007.51,47.91,10.3,79.8
2021-10-31 15:25:51.311599,28.56,79.51,1007.42,48.65,10.3,79.8
2021-10-31 15:30:49.740436,28.61,79.11,1007.35,49.11,10.3,79.8
2021-10-31 15:35:49.692946,28.55,78.97,1007.11,51.21,10.3,79.8
2021-10-31 15:40:49.760074,28.55,78.79,1007.07,51.58,10.3,79.8
2021-10-31 15:45:49.831065,28.56,79.0,1007.13,51.12,10.3,79.8
2021-10-31 15:50:49.700631,28.51,78.96,1007.11,51.23,10.3,79.8
2021-10-31 15:55:49.678963,28.56,78.62,1007.16,50.84,10.3,79.8
2021-10-31 16:00:49.753827,28.56,78.37,1007.27,49.9,10.3,79.8
2021-10-31 16:05:49.820927,28.56,77.89,1007.37,49.05,10.3,79.8
2021-10-31 16:10:53.839724,28.55,77.02,1007.49,48.07,10.3,79.8
2021-10-31 16:15:49.664857,28.47,76.17,1007.52,47.82,10.3,79.8
2021-10-31 16:20:52.281523,28.47,75.54,1007.6,47.15,10.3,79.8
2021-10-31 16:25:49.706198,28.48,74.95,1007.55,47.58,10.3,79.8
2021-10-31 16:30:51.595926,28.47,75.35,1007.64,46.85,10.3,79.8
2021-10-31 16:35:49.605936,28.49,74.75,1007.78,45.6,10.3,79.8
2021-10-31 16:40:50.217442,28.44,75.06,1007.86,44.96,10.3,79.8
2021-10-31 16:45:51.413582,28.42,74.64,1007.82,45.28,10.3,79.8
2021-10-31 16:50:52.638352,28.3,74.36,1007.97,44.06,10.3,79.8
2021-10-31 16:55:54.012666,28.37,74.84,1008.11,42.89,10.3,79.8
2021-10-31 17:00:49.649653,28.33,74.71,1008.24,41.78,10.3,79.8
2021-10-31 17:05:49.642248,28.35,75.33,1008.19,42.2,10.3,79.8
2021-10-31 17:10:51.428832,28.38,74.41,1008.29,41.4,10.3,79.8
2021-10-31 17:15:49.602140,28.28,74.18,1008.46,39.94,10.3,79.8
2021-10-31 17:20:49.642798,28.24,74.78,1008.66,38.3,10.3,79.8
2021-10-31 17:25:51.284972,28.21,74.65,1008.79,37.18,10.3,79.8
2021-10-31 17:30:49.655299,28.09,74.59,1008.84,36.75,10.3,79.8
2021-10-31 17:35:49.713584,28.15,74.93,1008.97,35.67,10.3,79.8
2021-10-31 17:40:49.680004,28.0,75.33,1008.97,35.67,10.3,79.8
2021-10-31 17:45:49.731717,28.12,75.43,1009.02,35.24,10.3,79.8
2021-10-31 17:50:49.688225,28.07,75.82,1009.03,35.22,10.3,79.8
2021-10-31 17:55:49.744014,28.05,76.16,1008.86,36.64,10.3,79.8
2021-10-31 18:00:50.041078,28.3,75.87,1008.79,37.17,10.3,79.8
